Accession,ID,Protein Name,Gene Names,Organism,Taxonomy ID,Length
A0A1D7QRC7,A0A1D7QRC7_9BACI,Threonylcarbamoyl-AMP synthase,ywlC,Salisediminibacterium beveridgei,632773,352
A0A1D7QRD4,A0A1D7QRD4_9BACI,Transcription termination factor Rho,rho,Salisediminibacterium beveridgei,632773,430
A0A1D7QRD5,A0A1D7QRD5_9BACI,Fused isobutyryl-CoA mutase,mutB,Salisediminibacterium beveridgei,632773,1085
A0A1D7QRE1,A0A1D7QRE1_9BACI,Serine hydroxymethyltransferase,glyA,Salisediminibacterium beveridgei,632773,420
A0A1D7QRE4,A0A1D7QRE4_9BACI,Uracil phosphoribosyltransferase,upp,Salisediminibacterium beveridgei,632773,209
A0A1D7QRE9,A0A1D7QRE9_9BACI,ATP synthase subunit c,atpE,Salisediminibacterium beveridgei,632773,73
A0A1D7QRF3,A0A1D7QRF3_9BACI,ATP synthase subunit beta,atpD,Salisediminibacterium beveridgei,632773,474
A0A1D7QRF4,A0A1D7QRF4_9BACI,ATP synthase subunit b,atpF,Salisediminibacterium beveridgei,632773,165
A0A1D7QRF5,A0A1D7QRF5_9BACI,ATP synthase subunit alpha,atpA,Salisediminibacterium beveridgei,632773,501
A0A1D7QRF9,A0A1D7QRF9_9BACI,NADH-quinone oxidoreductase subunit I,nuoI,Salisediminibacterium beveridgei,632773,301
A0A1D7QRG1,A0A1D7QRG1_9BACI,NADH-quinone oxidoreductase subunit A,nuoA,Salisediminibacterium beveridgei,632773,124
A0A1D7QRG4,A0A1D7QRG4_9BACI,NADH-quinone oxidoreductase subunit B,nuoB,Salisediminibacterium beveridgei,632773,175
A0A1D7QRG6,A0A1D7QRG6_9BACI,NADH-quinone oxidoreductase subunit H,nuoH,Salisediminibacterium beveridgei,632773,319
A0A1D7QRG8,A0A1D7QRG8_9BACI,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA-2,Salisediminibacterium beveridgei,632773,438
A0A1D7QRH1,A0A1D7QRH1_9BACI,NADH-quinone oxidoreductase subunit N,nuoN,Salisediminibacterium beveridgei,632773,485
A0A1D7QRH3,A0A1D7QRH3_9BACI,NADH-quinone oxidoreductase subunit K,nuoK,Salisediminibacterium beveridgei,632773,101
A0A1D7QRT3,A0A1D7QRT3_9BACI,Ribose-5-phosphate isomerase A,rpiA1,Salisediminibacterium beveridgei,632773,232
A0A1D7QRZ2,A0A1D7QRZ2_9BACI,Ribokinase,rbsK,Salisediminibacterium beveridgei,632773,294
A0A1D7QRZ9,A0A1D7QRZ9_9BACI,D-ribose pyranase,rbsD,Salisediminibacterium beveridgei,632773,129
A0A1D7QS11,A0A1D7QS11_9BACI,Tagatose-6-phosphate kinase,fruK,Salisediminibacterium beveridgei,632773,311
A0A1D7QS30,A0A1D7QS30_9BACI,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,,Salisediminibacterium beveridgei,632773,204
A0A1D7QSB1,A0A1D7QSB1_9BACI,Chaperone protein HtpG,htpG,Salisediminibacterium beveridgei,632773,629
A0A1D7QSC7,A0A1D7QSC7_9BACI,"dCTP deaminase, dUMP-forming",dcd,Salisediminibacterium beveridgei,632773,194
A0A1D7QSF9,A0A1D7QSF9_9BACI,Histidinol dehydrogenase,hisD,Salisediminibacterium beveridgei,632773,423
A0A1D7QSG7,A0A1D7QSG7_9BACI,Protein translocase subunit SecA,secA,Salisediminibacterium beveridgei,632773,850
A0A1D7QSH4,A0A1D7QSH4_9BACI,Imidazole glycerol phosphate synthase subunit HisH,hisH,Salisediminibacterium beveridgei,632773,206
A0A1D7QSH6,A0A1D7QSH6_9BACI,UvrABC system protein B,uvrB,Salisediminibacterium beveridgei,632773,665
A0A1D7QSH7,A0A1D7QSH7_9BACI,UvrABC system protein A,uvrA,Salisediminibacterium beveridgei,632773,957
A0A1D7QSH8,A0A1D7QSH8_9BACI,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase,lgt,Salisediminibacterium beveridgei,632773,290
A0A1D7QSI0,A0A1D7QSI0_9BACI,Enolase,eno,Salisediminibacterium beveridgei,632773,428
A0A1D7QSI7,A0A1D7QSI7_9BACI,HPr kinase/phosphorylase,hprK,Salisediminibacterium beveridgei,632773,312
A0A1D7QSI8,A0A1D7QSI8_9BACI,Imidazole glycerol phosphate synthase subunit HisF,hisF,Salisediminibacterium beveridgei,632773,252
A0A1D7QSK5,A0A1D7QSK5_9BACI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",gpmI,Salisediminibacterium beveridgei,632773,512
A0A1D7QSK7,A0A1D7QSK7_9BACI,Histidine biosynthesis bifunctional protein HisIE,hisI,Salisediminibacterium beveridgei,632773,211
A0A1D7QSL6,A0A1D7QSL6_9BACI,Phosphoglycerate kinase,pgk,Salisediminibacterium beveridgei,632773,394
A0A1D7QSL7,A0A1D7QSL7_9BACI,Triosephosphate isomerase,tpiA,Salisediminibacterium beveridgei,632773,252
A0A1D7QSM3,A0A1D7QSM3_9BACI,Thymidylate synthase,thyA,Salisediminibacterium beveridgei,632773,264
A0A1D7QSM5,A0A1D7QSM5_9BACI,Dihydroxy-acid dehydratase,ilvD,Salisediminibacterium beveridgei,632773,566
A0A1D7QSM6,A0A1D7QSM6_9BACI,ATP-dependent Clp protease proteolytic subunit,clpP,Salisediminibacterium beveridgei,632773,197
A0A1D7QSQ2,A0A1D7QSQ2_9BACI,Aminodeoxyfutalosine synthase,mqnE,Salisediminibacterium beveridgei,632773,364
A0A1D7QSS2,A0A1D7QSS2_9BACI,Glucose-6-phosphate isomerase,pgi,Salisediminibacterium beveridgei,632773,452
A0A1D7QSV3,A0A1D7QSV3_9BACI,Probable molybdenum cofactor guanylyltransferase,mobA,Salisediminibacterium beveridgei,632773,200
A0A1D7QSV8,A0A1D7QSV8_9BACI,Phosphoenolpyruvate carboxykinase (ATP),pckA,Salisediminibacterium beveridgei,632773,527
A0A1D7QSX0,A0A1D7QSX0_9BACI,Probable peptidoglycan glycosyltransferase FtsW,spoVE,Salisediminibacterium beveridgei,632773,412
A0A1D7QSX5,A0A1D7QSX5_9BACI,"1,4-alpha-glucan branching enzyme GlgB",glgB,Salisediminibacterium beveridgei,632773,643
A0A1D7QSX7,A0A1D7QSX7_9BACI,Pyrroline-5-carboxylate reductase,proI-1,Salisediminibacterium beveridgei,632773,269
A0A1D7QSY3,A0A1D7QSY3_9BACI,Glucose-1-phosphate adenylyltransferase,glgC,Salisediminibacterium beveridgei,632773,384
A0A1D7QSZ0,A0A1D7QSZ0_9BACI,S-adenosylmethionine synthase,metK,Salisediminibacterium beveridgei,632773,404
A0A1D7QT08,A0A1D7QT08_9BACI,,pbpA,Salisediminibacterium beveridgei,632773,1028
A0A1D7QT14,A0A1D7QT14_9BACI,Tyrosine--tRNA ligase,tyrS,Salisediminibacterium beveridgei,632773,424
A0A1D7QT23,A0A1D7QT23_9BACI,UDP-N-acetylmuramate--L-alanine ligase,murC,Salisediminibacterium beveridgei,632773,438
A0A1D7QT62,A0A1D7QT62_9BACI,Thiamine-phosphate synthase,thiE-1,Salisediminibacterium beveridgei,632773,217
A0A1D7QT83,A0A1D7QT83_9BACI,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,thiD,Salisediminibacterium beveridgei,632773,276
A0A1D7QT97,A0A1D7QT97_9BACI,Hydroxyethylthiazole kinase,thiM,Salisediminibacterium beveridgei,632773,269
A0A1D7QTA0,A0A1D7QTA0_9BACI,Malate dehydrogenase,mdh,Salisediminibacterium beveridgei,632773,311
A0A1D7QTA8,A0A1D7QTA8_9BACI,Acetate kinase,ackA,Salisediminibacterium beveridgei,632773,396
A0A1D7QTB0,A0A1D7QTB0_9BACI,Isocitrate dehydrogenase [NADP],icd,Salisediminibacterium beveridgei,632773,422
A0A1D7QTC3,A0A1D7QTC3_9BACI,Threonine--tRNA ligase,thrS,Salisediminibacterium beveridgei,632773,649
A0A1D7QTC6,A0A1D7QTC6_9BACI,NAD kinase,ppnK2,Salisediminibacterium beveridgei,632773,265
A0A1D7QTE5,A0A1D7QTE5_9BACI,Ribonuclease HIII,rnhC,Salisediminibacterium beveridgei,632773,314
A0A1D7QTF4,A0A1D7QTF4_9BACI,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,accD,Salisediminibacterium beveridgei,632773,289
A0A1D7QTG4,A0A1D7QTG4_9BACI,Ribonuclease PH,rph,Salisediminibacterium beveridgei,632773,263
A0A1D7QTG6,A0A1D7QTG6_9BACI,Endonuclease MutS2,mutS2,Salisediminibacterium beveridgei,632773,787
A0A1D7QTG9,A0A1D7QTG9_9BACI,Aspartokinase,lysC,Salisediminibacterium beveridgei,632773,415
A0A1D7QTH2,A0A1D7QTH2_9BACI,Formamidopyrimidine-DNA glycosylase,mutM,Salisediminibacterium beveridgei,632773,279
A0A1D7QTH3,A0A1D7QTH3_9BACI,Cyclic dehypoxanthine futalosine synthase,mqnC,Salisediminibacterium beveridgei,632773,368
A0A1D7QTI3,A0A1D7QTI3_9BACI,Glutamyl-tRNA reductase,hemA,Salisediminibacterium beveridgei,632773,462
A0A1D7QTI4,A0A1D7QTI4_9BACI,Phosphoenolpyruvate-protein phosphotransferase,ptsI,Salisediminibacterium beveridgei,632773,571
A0A1D7QTI6,A0A1D7QTI6_9BACI,Delta-aminolevulinic acid dehydratase,hemB,Salisediminibacterium beveridgei,632773,325
A0A1D7QTL2,A0A1D7QTL2_9BACI,Trigger factor,tig,Salisediminibacterium beveridgei,632773,433
A0A1D7QTL7,A0A1D7QTL7_9BACI,Lon protease,lon,Salisediminibacterium beveridgei,632773,775
A0A1D7QTL8,A0A1D7QTL8_9BACI,dTTP/UTP pyrophosphatase,maf,Salisediminibacterium beveridgei,632773,187
A0A1D7QTM3,A0A1D7QTM3_9BACI,"Glutamate-1-semialdehyde 2,1-aminomutase",hemL-1,Salisediminibacterium beveridgei,632773,429
A0A1D7QTN4,A0A1D7QTN4_9BACI,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX,Salisediminibacterium beveridgei,632773,423
A0A1D7QTR2,A0A1D7QTR2_9BACI,3-isopropylmalate dehydratase large subunit,leuC-2,Salisediminibacterium beveridgei,632773,471
A0A1D7QTR7,A0A1D7QTR7_9BACI,3-isopropylmalate dehydrogenase,leuB,Salisediminibacterium beveridgei,632773,368
A0A1D7QTS0,A0A1D7QTS0_9BACI,Ketol-acid reductoisomerase (NADP(+)),ilvC,Salisediminibacterium beveridgei,632773,334
A0A1D7QTU4,A0A1D7QTU4_9BACI,Phosphoglucomutase,pgcA,Salisediminibacterium beveridgei,632773,577
A0A1D7QTV1,A0A1D7QTV1_9BACI,Acetolactate synthase small subunit,ilvH,Salisediminibacterium beveridgei,632773,173
A0A1D7QTV2,A0A1D7QTV2_9BACI,Branched-chain-amino-acid aminotransferase,ilvE,Salisediminibacterium beveridgei,632773,301
A0A1D7QTV4,A0A1D7QTV4_9BACI,Glycerol kinase,glpK,Salisediminibacterium beveridgei,632773,506
A0A1D7QTV9,A0A1D7QTV9_9BACI,Methionine aminopeptidase,map-1,Salisediminibacterium beveridgei,632773,250
A0A1D7QTW3,A0A1D7QTW3_9BACI,2-isopropylmalate synthase,leuA,Salisediminibacterium beveridgei,632773,520
A0A1D7QTW5,A0A1D7QTW5_9BACI,Acetolactate synthase,ilvB,Salisediminibacterium beveridgei,632773,581
A0A1D7QTX2,A0A1D7QTX2_9BACI,GTPase Obg,obg,Salisediminibacterium beveridgei,632773,426
A0A1D7QTX8,A0A1D7QTX8_9BACI,Holliday junction branch migration complex subunit RuvB,ruvB,Salisediminibacterium beveridgei,632773,333
A0A1D7QTX9,A0A1D7QTX9_9BACI,Pseudouridine-5'-phosphate glycosidase,psuG,Salisediminibacterium beveridgei,632773,310
A0A1D7QTY9,A0A1D7QTY9_9BACI,Phosphoserine aminotransferase,serC,Salisediminibacterium beveridgei,632773,359
A0A1D7QTZ2,A0A1D7QTZ2_9BACI,Adenine phosphoribosyltransferase,apt,Salisediminibacterium beveridgei,632773,170
A0A1D7QTZ7,A0A1D7QTZ7_9BACI,Uroporphyrinogen decarboxylase,hemE,Salisediminibacterium beveridgei,632773,350
A0A1D7QU04,A0A1D7QU04_9BACI,Queuine tRNA-ribosyltransferase,tgt,Salisediminibacterium beveridgei,632773,379
A0A1D7QU09,A0A1D7QU09_9BACI,Alanine--tRNA ligase,alaS,Salisediminibacterium beveridgei,632773,877
A0A1D7QU13,A0A1D7QU13_9BACI,ATP-dependent RecD2 DNA helicase,yrrC,Salisediminibacterium beveridgei,632773,762
A0A1D7QU17,A0A1D7QU17_9BACI,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,mtnN,Salisediminibacterium beveridgei,632773,233
A0A1D7QU19,A0A1D7QU19_9BACI,D-aminoacyl-tRNA deacylase,dtd,Salisediminibacterium beveridgei,632773,149
A0A1D7QU20,A0A1D7QU20_9BACI,Aspartate--tRNA ligase,aspS,Salisediminibacterium beveridgei,632773,594
A0A1D7QU21,A0A1D7QU21_9BACI,Holliday junction branch migration complex subunit RuvA,ruvA,Salisediminibacterium beveridgei,632773,208
A0A1D7QU25,A0A1D7QU25_9BACI,Uridine kinase,udk,Salisediminibacterium beveridgei,632773,210
A0A1D7QU30,A0A1D7QU30_9BACI,tRNA-specific 2-thiouridylase MnmA,mnmA,Salisediminibacterium beveridgei,632773,369
A0A1D7QU37,A0A1D7QU37_9BACI,Endolytic murein transglycosylase,mltG,Salisediminibacterium beveridgei,632773,374
A0A1D7QU39,A0A1D7QU39_9BACI,Hydroxylamine reductase,hcp,Salisediminibacterium beveridgei,632773,553
A0A1D7QU51,A0A1D7QU51_9BACI,Purine nucleoside phosphorylase DeoD-type,deoD,Salisediminibacterium beveridgei,632773,235
A0A1D7QU68,A0A1D7QU68_9BACI,Shikimate dehydrogenase (NADP(+)),aroE,Salisediminibacterium beveridgei,632773,278
A0A1D7QU69,A0A1D7QU69_9BACI,Peptide methionine sulfoxide reductase MsrA,msrAB,Salisediminibacterium beveridgei,632773,387
A0A1D7QU73,A0A1D7QU73_9BACI,Diaminopimelate epimerase,dapF,Salisediminibacterium beveridgei,632773,330
A0A1D7QUA2,A0A1D7QUA2_9BACI,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,Salisediminibacterium beveridgei,632773,323
A0A1D7QUB7,A0A1D7QUB7_9BACI,Chaperone protein DnaJ,dnaJ-2,Salisediminibacterium beveridgei,632773,374
A0A1D7QUC4,A0A1D7QUC4_9BACI,Polyphosphate kinase,ppk,Salisediminibacterium beveridgei,632773,693
A0A1D7QUD7,A0A1D7QUD7_9BACI,DNA primase,dnaG,Salisediminibacterium beveridgei,632773,604
A0A1D7QUE0,A0A1D7QUE0_9BACI,L-lactate dehydrogenase,ldhP,Salisediminibacterium beveridgei,632773,315
A0A1D7QUF5,A0A1D7QUF5_9BACI,Probable endonuclease 4,nfo,Salisediminibacterium beveridgei,632773,287
A0A1D7QUG3,A0A1D7QUG3_9BACI,Aminomethyltransferase,gcvT,Salisediminibacterium beveridgei,632773,364
A0A1D7QUG7,A0A1D7QUG7_9BACI,Bifunctional protein FolD,folD,Salisediminibacterium beveridgei,632773,284
A0A1D7QUH2,A0A1D7QUH2_9BACI,serine-type D-Ala-D-Ala carboxypeptidase,,Salisediminibacterium beveridgei,632773,676
A0A1D7QUJ7,A0A1D7QUJ7_9BACI,Probable glycine dehydrogenase (decarboxylating) subunit 2,gcvPB,Salisediminibacterium beveridgei,632773,492
A0A1D7QUL7,A0A1D7QUL7_9BACI,1-deoxy-D-xylulose-5-phosphate synthase,dxs,Salisediminibacterium beveridgei,632773,627
A0A1D7QUN8,A0A1D7QUN8_9BACI,Undecaprenyl-diphosphatase,uppP,Salisediminibacterium beveridgei,632773,277
A0A1D7QUQ0,A0A1D7QUQ0_9BACI,Diaminopimelate decarboxylase,lysA,Salisediminibacterium beveridgei,632773,444
A0A1D7QUQ3,A0A1D7QUQ3_9BACI,Pyrroline-5-carboxylate reductase,proI-2,Salisediminibacterium beveridgei,632773,287
A0A1D7QUQ5,A0A1D7QUQ5_9BACI,Pyrimidine-nucleoside phosphorylase,pdp,Salisediminibacterium beveridgei,632773,433
A0A1D7QUS4,A0A1D7QUS4_9BACI,"6,7-dimethyl-8-ribityllumazine synthase",ribH,Salisediminibacterium beveridgei,632773,154
A0A1D7QUS5,A0A1D7QUS5_9BACI,Phosphopentomutase,deoB,Salisediminibacterium beveridgei,632773,399
A0A1D7QUU5,A0A1D7QUU5_9BACI,Glycerol-3-phosphate acyltransferase,plsY,Salisediminibacterium beveridgei,632773,209
A0A1D7QUV0,A0A1D7QUV0_9BACI,Glycerol-3-phosphate dehydrogenase [NAD(P)+],gpsA,Salisediminibacterium beveridgei,632773,347
A0A1D7QUW0,A0A1D7QUW0_9BACI,Riboflavin biosynthesis protein RibD,ribD,Salisediminibacterium beveridgei,632773,369
A0A1D7QUW1,A0A1D7QUW1_9BACI,Isopentenyl-diphosphate delta-isomerase,fni,Salisediminibacterium beveridgei,632773,354
A0A1D7QUX2,A0A1D7QUX2_9BACI,Nucleoside diphosphate kinase,ndk,Salisediminibacterium beveridgei,632773,134
A0A1D7QUX5,A0A1D7QUX5_9BACI,Multifunctional fusion protein,trpB-1,Salisediminibacterium beveridgei,632773,609
A0A1D7QUY1,A0A1D7QUY1_9BACI,Anthranilate phosphoribosyltransferase,trpD,Salisediminibacterium beveridgei,632773,341
A0A1D7QUY6,A0A1D7QUY6_9BACI,Aspartate 1-decarboxylase,panD,Salisediminibacterium beveridgei,632773,127
A0A1D7QUY8,A0A1D7QUY8_9BACI,Bifunctional ligase/repressor BirA,birA,Salisediminibacterium beveridgei,632773,327
A0A1D7QUZ0,A0A1D7QUZ0_9BACI,3-phosphoshikimate 1-carboxyvinyltransferase,aroA-2,Salisediminibacterium beveridgei,632773,428
A0A1D7QUZ6,A0A1D7QUZ6_9BACI,Endonuclease III,nth,Salisediminibacterium beveridgei,632773,219
A0A1D7QUZ7,A0A1D7QUZ7_9BACI,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,Salisediminibacterium beveridgei,632773,282
A0A1D7QV03,A0A1D7QV03_9BACI,Pantothenate synthetase,panC,Salisediminibacterium beveridgei,632773,286
A0A1D7QV12,A0A1D7QV12_9BACI,GTP cyclohydrolase 1,folE,Salisediminibacterium beveridgei,632773,191
A0A1D7QV13,A0A1D7QV13_9BACI,Holliday junction resolvase RecU,recU,Salisediminibacterium beveridgei,632773,211
A0A1D7QV21,A0A1D7QV21_9BACI,3-dehydroquinate synthase,aroB,Salisediminibacterium beveridgei,632773,364
A0A1D7QV41,A0A1D7QV41_9BACI,Fumarate hydratase class II,fumC,Salisediminibacterium beveridgei,632773,462
A0A1D7QV43,A0A1D7QV43_9BACI,4-hydroxy-tetrahydrodipicolinate reductase,dapB,Salisediminibacterium beveridgei,632773,264
A0A1D7QV53,A0A1D7QV53_9BACI,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,odhB,Salisediminibacterium beveridgei,632773,420
A0A1D7QV62,A0A1D7QV62_9BACI,2-oxoglutarate dehydrogenase E1 component,odhA,Salisediminibacterium beveridgei,632773,945
A0A1D7QVA0,A0A1D7QVA0_9BACI,Aerobic glycerol-3-phosphate dehydrogenase,glpA,Salisediminibacterium beveridgei,632773,535
A0A1D7QVA5,A0A1D7QVA5_9BACI,Valine--tRNA ligase,valS,Salisediminibacterium beveridgei,632773,879
A0A1D7QVC0,A0A1D7QVC0_9BACI,4-hydroxy-tetrahydrodipicolinate synthase,dapA-1,Salisediminibacterium beveridgei,632773,295
A0A1D7QVD6,A0A1D7QVD6_9BACI,Peptide methionine sulfoxide reductase MsrA,msrA-2,Salisediminibacterium beveridgei,632773,179
A0A1D7QVE4,A0A1D7QVE4_9BACI,Branched-chain-amino-acid aminotransferase,ilvK,Salisediminibacterium beveridgei,632773,358
A0A1D7QVE5,A0A1D7QVE5_9BACI,Argininosuccinate synthase,argG,Salisediminibacterium beveridgei,632773,407
A0A1D7QVE7,A0A1D7QVE7_9BACI,Arginine biosynthesis bifunctional protein ArgJ,argJ,Salisediminibacterium beveridgei,632773,409
A0A1D7QVG1,A0A1D7QVG1_9BACI,Glutamate 5-kinase,proB,Salisediminibacterium beveridgei,632773,380
A0A1D7QVG6,A0A1D7QVG6_9BACI,Large ribosomal subunit assembly factor BipA,typA,Salisediminibacterium beveridgei,632773,616
A0A1D7QVG9,A0A1D7QVG9_9BACI,Formate acetyltransferase,pflB,Salisediminibacterium beveridgei,632773,750
A0A1D7QVH4,A0A1D7QVH4_9BACI,Acetylornithine aminotransferase,argD,Salisediminibacterium beveridgei,632773,403
A0A1D7QVH6,A0A1D7QVH6_9BACI,L-threonine dehydratase,ilvA,Salisediminibacterium beveridgei,632773,422
A0A1D7QVH8,A0A1D7QVH8_9BACI,DNA topoisomerase 4 subunit B,parE,Salisediminibacterium beveridgei,632773,654
A0A1D7QVI2,A0A1D7QVI2_9BACI,DNA topoisomerase 4 subunit A,parC,Salisediminibacterium beveridgei,632773,814
A0A1D7QVI8,A0A1D7QVI8_9BACI,"GTP 3',8-cyclase",moaA,Salisediminibacterium beveridgei,632773,338
A0A1D7QVJ3,A0A1D7QVJ3_9BACI,Acetylglutamate kinase,argB,Salisediminibacterium beveridgei,632773,257
A0A1D7QVL7,A0A1D7QVL7_9BACI,S-adenosylmethionine decarboxylase proenzyme,speD,Salisediminibacterium beveridgei,632773,271
A0A1D7QVM9,A0A1D7QVM9_9BACI,L-seryl-tRNA(Sec) selenium transferase,selA,Salisediminibacterium beveridgei,632773,487
A0A1D7QVN4,A0A1D7QVN4_9BACI,NH(3)-dependent NAD(+) synthetase,nadE,Salisediminibacterium beveridgei,632773,272
A0A1D7QVN7,A0A1D7QVN7_9BACI,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,murF-1,Salisediminibacterium beveridgei,632773,460
A0A1D7QVP0,A0A1D7QVP0_9BACI,D-alanine--D-alanine ligase,ddl,Salisediminibacterium beveridgei,632773,361
A0A1D7QVQ5,A0A1D7QVQ5_9BACI,Copper-exporting P-type ATPase,copA,Salisediminibacterium beveridgei,632773,797
A0A1D7QVQ6,A0A1D7QVQ6_9BACI,LexA repressor,lexA,Salisediminibacterium beveridgei,632773,207
A0A1D7QVR6,A0A1D7QVR6_9BACI,Transketolase,tkt-1,Salisediminibacterium beveridgei,632773,665
A0A1D7QVS3,A0A1D7QVS3_9BACI,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,miaB,Salisediminibacterium beveridgei,632773,514
A0A1D7QVS6,A0A1D7QVS6_9BACI,tRNA dimethylallyltransferase,miaA,Salisediminibacterium beveridgei,632773,308
A0A1D7QVU0,A0A1D7QVU0_9BACI,Ribonuclease J,rnjB,Salisediminibacterium beveridgei,632773,556
A0A1D7QVU2,A0A1D7QVU2_9BACI,Aspartokinase,dapG,Salisediminibacterium beveridgei,632773,400
